"city_state","date"
"Abilene, TX","dec_24"
"Abington, PA","dec_24"
"Akron, OH","dec_24"
"Albany, GA","dec_24"
"Albuquerque, NM","dec_24"
"Alexandria, VA","dec_24"
"Allen, TX","dec_24"
"Allentown, PA","dec_24"
"Amarillo, TX","dec_24"
"Ann Arbor, MI","dec_24"
"Antioch, CA","dec_24"
"Apple Valley, MN","dec_24"
"Arlington Heights, IL","dec_24"
"Arlington, TX","dec_24"
"Arvada, CO","dec_24"
"Asheville, NC","dec_24"
"Atlanta, GA","dec_24"
"Aurora, CO","dec_24"
"Austin, TX","dec_24"
"Avondale, AZ","dec_24"
"Bakersfield, CA","dec_24"
"Baltimore, MD","dec_24"
"Bartlett, TN","dec_24"
"Battle Creek, MI","dec_24"
"Baytown, TX","dec_24"
"Beaumont, TX","dec_24"
"Bellevue, NE","dec_24"
"Bellingham, WA","dec_24"
"Bethlehem, PA","dec_24"
"Blaine, MN","dec_24"
"Bloomington, MN","dec_24"
"Blue Springs, MO","dec_24"
"Bolingbrook, IL","dec_24"
"Boston, MA","dec_24"
"Bridgeport, CT","dec_24"
"Bristol, CT","dec_24"
"Brockton, MA","dec_24"
"Brooklyn Park, MN","dec_24"
"Broomfield, CO","dec_24"
"Brownsville, TX","dec_24"
"Buckeye, AZ","dec_24"
"Buffalo, NY","dec_24"
"Burbank, CA","dec_24"
"Burleson, TX","dec_24"
"Burnsville, MN","dec_24"
"Caldwell, ID","dec_24"
"Cambridge, MA","dec_24"
"Canton Township, MI","dec_24"
"Canton, OH","dec_24"
"Carlsbad, CA","dec_24"
"Carrollton, TX","dec_24"
"Castle Rock, CO","dec_24"
"Cedar Park, TX","dec_24"
"Centennial, CO","dec_24"
"Champaign, IL","dec_24"
"Chandler, AZ","dec_24"
"Charlotte, NC","dec_24"
"Chattanooga, TN","dec_24"
"Chesapeake, VA","dec_24"
"Cheyenne, WY","dec_24"
"Chicago, IL","dec_24"
"Chicopee, MA","dec_24"
"Chula Vista, CA","dec_24"
"Cicero, IL","dec_24"
"Cincinnati, OH","dec_24"
"Clarksville, TN","dec_24"
"Cleveland, OH","dec_24"
"Coeur D Alene, ID","dec_24"
"Colerain Township, OH","dec_24"
"College Station, TX","dec_24"
"Collierville, TN","dec_24"
"Colorado Springs, CO","dec_24"
"Columbia, MO","dec_24"
"Columbus, OH","dec_24"
"Commerce City, CO","dec_24"
"Concord, CA","dec_24"
"Conroe, TX","dec_24"
"Coon Rapids, MN","dec_24"
"Corpus Christi, TX","dec_24"
"Cranston, RI","dec_24"
"Dallas, TX","dec_24"
"Danbury, CT","dec_24"
"Dayton, OH","dec_24"
"Dearborn Heights, MI","dec_24"
"Dearborn, MI","dec_24"
"Decatur, IL","dec_24"
"Denton, TX","dec_24"
"Denver, CO","dec_24"
"Desoto, TX","dec_24"
"Detroit, MI","dec_24"
"Dublin, OH","dec_24"
"Duluth, MN","dec_24"
"Dunwoody, GA","dec_24"
"Durham, NC","dec_24"
"Eagan, MN","dec_24"
"East Hartford, CT","dec_24"
"Eden Prairie, MN","dec_24"
"Edina, MN","dec_24"
"Edinburg, TX","dec_24"
"El Cajon, CA","dec_24"
"Elyria, OH","dec_24"
"Erie, PA","dec_24"
"Escondido, CA","dec_24"
"Euclid, OH","dec_24"
"Euless, TX","dec_24"
"Evanston, IL","dec_24"
"Everett, MA","dec_24"
"Fairfield, CT","dec_24"
"Fall River, MA","dec_24"
"Farmington Hills, MI","dec_24"
"Fayetteville, NC","dec_24"
"Florissant, MO","dec_24"
"Flower Mound, TX","dec_24"
"Fort Collins, CO","dec_24"
"Fort Worth, TX","dec_24"
"Franklin, TN","dec_24"
"Fremont, CA","dec_24"
"Frisco, TX","dec_24"
"Galveston, TX","dec_24"
"Garland, TX","dec_24"
"Georgetown, TX","dec_24"
"Gilbert, AZ","dec_24"
"Glendale, AZ","dec_24"
"Glendale, CA","dec_24"
"Goodyear, AZ","dec_24"
"Grand Island, NE","dec_24"
"Grand Junction, CO","dec_24"
"Grand Prairie, TX","dec_24"
"Grand Rapids, MI","dec_24"
"Grapevine, TX","dec_24"
"Greeley, CO","dec_24"
"Green Township, OH","dec_24"
"Greensboro, NC","dec_24"
"Hamden, CT","dec_24"
"Hampton, VA","dec_24"
"Harlingen, TX","dec_24"
"Harrisburg, PA","dec_24"
"Harrisonburg, VA","dec_24"
"Hartford, CT","dec_24"
"Haverford, PA","dec_24"
"Haverhill, MA","dec_24"
"Henderson, NV","dec_24"
"Hendersonville, TN","dec_24"
"Honolulu, HI","dec_24"
"Houston, TX","dec_24"
"Idaho Falls, ID","dec_24"
"Independence, MO","dec_24"
"Indianapolis, IN","dec_24"
"Irving, TX","dec_24"
"Jackson, TN","dec_24"
"Johnson City, TN","dec_24"
"Joplin, MO","dec_24"
"Kansas City, MO","dec_24"
"Kentwood, MI","dec_24"
"Killeen, TX","dec_24"
"Kingsport, TN","dec_24"
"Knoxville, TN","dec_24"
"Kyle, TX","dec_24"
"La Mesa, CA","dec_24"
"Lake Havasu City, AZ","dec_24"
"Lakeville, MN","dec_24"
"Lakewood, CO","dec_24"
"Lancaster, PA","dec_24"
"Lansing, MI","dec_24"
"Laredo, TX","dec_24"
"Las Vegas, NV","dec_24"
"League City, TX","dec_24"
"Leander, TX","dec_24"
"Lee's Summit, MO","dec_24"
"Lewisville, TX","dec_24"
"Lexington, KY","dec_24"
"Lincoln, NE","dec_24"
"Little Elm, TX","dec_24"
"Little Rock, AR","dec_24"
"Livonia, MI","dec_24"
"Long Beach, CA","dec_24"
"Longmont, CO","dec_24"
"Longview, TX","dec_24"
"Lorain, OH","dec_24"
"Los Angeles, CA","dec_24"
"Louisville, KY","dec_24"
"Loveland, CO","dec_24"
"Lower Merion, PA","dec_24"
"Lower Paxton, PA","dec_24"
"Lynchburg, VA","dec_24"
"Lynn, MA","dec_24"
"Malden, MA","dec_24"
"Manchester, CT","dec_24"
"Manchester, NH","dec_24"
"Mansfield, TX","dec_24"
"Maple Grove, MN","dec_24"
"Marana, AZ","dec_24"
"Maricopa, AZ","dec_24"
"McAllen, TX","dec_24"
"Mckinney, TX","dec_24"
"Memphis, TN","dec_24"
"Meridian, ID","dec_24"
"Mesa, AZ","dec_24"
"Mesquite, TX","dec_24"
"Methuen, MA","dec_24"
"Miami Beach, FL","dec_24"
"Milford, CT","dec_24"
"Millcreek, PA","dec_24"
"Milpitas, CA","dec_24"
"Milwaukee, WI","dec_24"
"Minneapolis, MN","dec_24"
"Minnetonka, MN","dec_24"
"Mission, TX","dec_24"
"Missouri City, TX","dec_24"
"Moline, IL","dec_24"
"Mount Prospect, IL","dec_24"
"Mount Vernon, NY","dec_24"
"Murfreesboro, TN","dec_24"
"Nampa, ID","dec_24"
"Nashua, NH","dec_24"
"Nashville, TN","dec_24"
"National City, CA","dec_24"
"New Braunfels, TX","dec_24"
"New Britain, CT","dec_24"
"New Orleans, LA","dec_24"
"New York City, NY","dec_24"
"Newark, OH","dec_24"
"Newport News, VA","dec_24"
"Norfolk, VA","dec_24"
"Normal, IL","dec_24"
"North Bergen Township, NJ","dec_24"
"North Las Vegas, NV","dec_24"
"North Richland Hills, TX","dec_24"
"Norwalk, CT","dec_24"
"Novi, MI","dec_24"
"O'Fallon, MO","dec_24"
"Oak Lawn, IL","dec_24"
"Oceanside, CA","dec_24"
"Odessa, TX","dec_24"
"Omaha, NE","dec_24"
"Oshkosh, WI","dec_24"
"Palatine, IL","dec_24"
"Parker, CO","dec_24"
"Parma, OH","dec_24"
"Pasadena, TX","dec_24"
"Pawtucket, RI","dec_24"
"Pearland, TX","dec_24"
"Peoria, AZ","dec_24"
"Pflugerville, TX","dec_24"
"Pharr, TX","dec_24"
"Philadelphia, PA","dec_24"
"Phoenix, AZ","dec_24"
"Pittsburgh, PA","dec_24"
"Plano, TX","dec_24"
"Plymouth, MA","dec_24"
"Plymouth, MN","dec_24"
"Pocatello, ID","dec_24"
"Port Arthur, TX","dec_24"
"Portland, OR","dec_24"
"Portsmouth, VA","dec_24"
"Prescott Valley, AZ","dec_24"
"Providence, RI","dec_24"
"Pueblo, CO","dec_24"
"Quincy, MA","dec_24"
"Raleigh, NC","dec_24"
"Rapid City, SD","dec_24"
"Reading, PA","dec_24"
"Redlands, CA","dec_24"
"Revere, MA","dec_24"
"Richardson, TX","dec_24"
"Richmond, CA","dec_24"
"Richmond, VA","dec_24"
"Riverside, CA","dec_24"
"Roanoke, VA","dec_24"
"Rochester, MN","dec_24"
"Rochester, NY","dec_24"
"Rockford, IL","dec_24"
"Rockwall, TX","dec_24"
"Round Rock, TX","dec_24"
"Rowlett, TX","dec_24"
"Royal Oak, MI","dec_24"
"Salt Lake City, UT","dec_24"
"San Angelo, TX","dec_24"
"San Antonio, TX","dec_24"
"San Bernardino, CA","dec_24"
"San Diego, CA","dec_24"
"San Francisco, CA","dec_24"
"San Jose, CA","dec_24"
"San Marcos, TX","dec_24"
"Schaumburg, IL","dec_24"
"Scottsdale, AZ","dec_24"
"Scranton, PA","dec_24"
"Seattle, WA","dec_24"
"Shelby Township, MI","dec_24"
"Sioux Falls, SD","dec_24"
"Skokie, IL","dec_24"
"Smyrna, TN","dec_24"
"Somerville, MA","dec_24"
"South Bend, IN","dec_24"
"Southaven, MS","dec_24"
"Southfield, MI","dec_24"
"Sparks, NV","dec_24"
"Spokane, WA","dec_24"
"Spring Hill, TN","dec_24"
"Springfield, IL","dec_24"
"Springfield, MA","dec_24"
"Springfield, OH","dec_24"
"St Charles, MO","dec_24"
"St Joseph, MO","dec_24"
"St Louis, MO","dec_24"
"St Peters, MO","dec_24"
"St. Clair Shores, MI","dec_24"
"St. Cloud, MN","dec_24"
"St. Paul, MN","dec_24"
"Stamford, CT","dec_24"
"State College, PA","dec_24"
"Sterling Heights, MI","dec_24"
"Stratford, CT","dec_24"
"Suffolk, VA","dec_24"
"Sugar Land, TX","dec_24"
"Surprise, AZ","dec_24"
"Tacoma, WA","dec_24"
"Taunton, MA","dec_24"
"Taylor, MI","dec_24"
"Tempe, AZ","dec_24"
"Temple, TX","dec_24"
"Texas City, TX","dec_24"
"Thornton, CO","dec_24"
"Tinley Park, IL","dec_24"
"Tracy, CA","dec_24"
"Troy, MI","dec_24"
"Tucson, AZ","dec_24"
"Twin Falls, ID","dec_24"
"Tyler, TX","dec_24"
"Upper Darby, PA","dec_24"
"Vallejo, CA","dec_24"
"Victoria, TX","dec_24"
"Virginia Beach, VA","dec_24"
"Waco, TX","dec_24"
"Waltham, MA","dec_24"
"Warren, MI","dec_24"
"Warwick, RI","dec_24"
"Washington, DC","dec_24"
"Waterbury, CT","dec_24"
"Waterford Township, MI","dec_24"
"West Bloomfield Township, MI","dec_24"
"West Chester Township, OH","dec_24"
"West Hartford, CT","dec_24"
"West Haven, CT","dec_24"
"Westland, MI","dec_24"
"Wichita Falls, TX","dec_24"
"Woodbury, MN","dec_24"
"Wylie, TX","dec_24"
"Wyoming, MI","dec_24"
"York, PA","dec_24"
"Yuma, AZ","dec_24"
