"","city_state","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","Population","pop23","Latitude","Longitude","Comment","pub_agency_name","state_abbr","region_name","division_name","agency_type_name","population","State_ref"
"262","Rapid City, SD","Rapid City",3,6,5,23,22,179,29,2017,1,"SD",37,230,"Rapid City","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",78063,80850,NA,NA,"","Rapid City","SD","Midwest","West North Central","City",80850,"SD"
"263","Reading, PA","Reading",0,1,17,13,59,118,13,2017,1,"PA",31,190,"Reading","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",97698,97790,NA,NA,"","Reading","PA","Northeast","Middle Atlantic","City",97790,"PA"
"264","Redlands, CA","Redlands",0,3,4,12,45,164,21,2017,1,"CA",19,230,"Redlands","https://www.cityofredlands.org/police","Agency Aggregated","Provided by Agency",73554,74147,NA,NA,"","Redlands","CA","West","Pacific","City",74147,"CA"
"265","Revere, MA","Revere",0,0,4,22,5,43,7,2018,1,"MA",26,55,"Revere","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",56961,57132,NA,NA,"","Revere","MA","Northeast","New England","City",57132,"MA"
"266","Richardson, TX","Richardson",1,1,7,8,25,155,45,2024,1,"TX",17,225,"Richardson","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",115771,119008,NA,NA,"","Richardson","TX","South","West South Central","City",119008,"TX"
"267","Richmond, CA","Richmond",1,6,35,58,63,214,122,2017,1,"CA",100,399,"Richmond","https://www.ci.richmond.ca.us/4010/Crime-Statistics-Reports","Agency Aggregated","Open Source",115043,113282,NA,NA,"","Richmond","CA","West","Pacific","City",113282,"CA"
"268","Richmond, VA","Richmond",9,3,47,54,146,527,119,2017,1,"VA",113,792,"Richmond","https://apps.richmondgov.com/applications/CrimeInfo","Agency RMS","Open Source",227323,230789,NA,NA,"","Richmond","VA","South","South Atlantic","City",230789,"VA"
"269","Riverside, CA","Riverside",0,NA,53,78,165,611,166,2017,1,"CA",131,942,"Riverside","https://www.riversideca.gov/transparency/data/dataset/show/27","Agency RMS","Open Source",319889,323473,NA,NA,"","Riverside","CA","West","Pacific","City",323473,"CA"
"270","Roanoke, VA","Roanoke",1,4,6,25,31,250,27,2020,4,"VA",36,308,"Roanoke","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",98204,96925,NA,NA,"","Roanoke","VA","South","South Atlantic","City",96925,"VA"
"271","Rochester, MN","Rochester",0,5,2,6,26,128,15,2023,3,"MN",13,169,"Rochester","https://cde.state.mn.us/","State UCR","Open Source",121534,122035,NA,NA,"","Rochester","MN","Midwest","West North Central","City",122035,"MN"
"272","Rochester, NY","Rochester",0,NA,70,39,105,480,37,2017,1,"NY",109,622,"Rochester","https://data-rpdny.opendata.arcgis.com/datasets/rpdny::rpd-part-i-crime-2011-to-present/explore","Agency RMS","Open Source",210270,208452,NA,NA,"","Rochester","NY","Northeast","Middle Atlantic","City",208452,"NY"
"273","Rockford, IL","Rockford",1,5,48,184,142,258,48,2017,1,"IL",238,448,"Rockford","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",146710,145873,NA,NA,"","Rockford","IL","Midwest","East North Central","City",145873,"IL"
"274","Rockwall, TX","Rockwall",0,0,1,7,7,50,2,2024,1,"TX",8,59,"Rockwall","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",51724,53433,NA,NA,"","Rockwall","TX","South","West South Central","City",53433,"TX"
"275","Round Rock, TX","Round Rock",0,1,4,12,25,159,11,2024,1,"TX",17,195,"Round Rock","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",127349,129898,NA,NA,"","Round Rock","TX","South","West South Central","City",129898,"TX"
"276","Rowlett, TX","Rowlett",0,4,2,5,5,68,12,2024,1,"TX",11,85,"Rowlett","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",65196,66671,NA,NA,"","Rowlett","TX","South","West South Central","City",66671,"TX"
"277","Royal Oak, MI","Royal Oak",0,3,2,4,1,40,7,2023,1,"MI",9,48,"Royal Oak","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,57233,NA,NA,"","Royal Oak","MI","Midwest","East North Central","City",57233,"MI"
"278","Salt Lake City, UT","Salt Lake City",0,17,39,45,127,1035,173,2017,1,"UT",101,1335,"Salt Lake City","https://slcpd.com/open-data/crimestatistics/","Agency Aggregated","Open Source",201373,206692,NA,NA,"","Salt Lake City","UT","West","Mountain","City",206692,"UT"
"279","San Angelo, TX","San Angelo",2,0,2,15,27,143,10,2024,1,"TX",19,180,"San Angelo","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",99243,98642,NA,NA,"","San Angelo","TX","South","West South Central","City",98642,"TX"
"280","San Antonio, TX","San Antonio",8,107,163,436,689,4111,1246,2024,1,"TX",714,6046,"San Antonio","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1465608,1490047,NA,NA,"","San Antonio","TX","South","West South Central","City",1490047,"TX"
"281","San Bernardino, CA","San Bernardino",3,18,70,146,270,379,220,2017,1,"CA",237,869,"San Bernardino","https://www.sbcity.org/city_hall/police_department/crime_statistics/about_ucr_statistics/crime_statistics","Agency Aggregated","Open Source",222623,219483,NA,NA,"","San Bernardino","CA","West","Pacific","City",219483,"CA"
"282","San Diego, CA","San Diego",3,30,98,313,206,1305,475,2024,2,"CA",444,1986,"San Diego","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",1377838,1378349,NA,NA,"","San Diego","CA","West","Pacific","City",1378349,"CA"
"283","San Francisco, CA","San Francisco",6,45,241,232,433,3666,409,2017,1,"CA",524,4508,"San Francisco","https://www.sanfranciscopolice.org/stay-safe/crime-data/crime-reports","Agency Aggregated","Open Source",764693,782846,NA,NA,"","San Francisco","CA","West","Pacific","City",782846,"CA"
"284","San Jose, CA","San Jose",4,50,101,157,373,1194,877,2017,1,"CA",312,2444,"San Jose","https://www.sjpd.org/records/crime-stats-maps/police-dashboards","Agency Aggregated","Open Source",956814,952530,NA,NA,"","San Jose","CA","West","Pacific","City",952530,"CA"
"285","San Marcos, TX","San Marcos",0,6,4,11,16,99,24,2024,1,"TX",21,139,"San Marcos","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",69470,71413,NA,NA,"","San Marcos","TX","South","West South Central","City",71413,"TX"
"286","Schaumburg, IL","Schaumburg",0,1,5,1,6,92,4,2017,1,"IL",7,102,"Schaumburg","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75745,75140,NA,NA,"Inferred Jan-Mar 2021 from annual average","Schaumburg","IL","Midwest","East North Central","City",75140,"IL"
"287","Scottsdale, AZ","Scottsdale",1,6,4,24,58,411,40,2022,2,"AZ",35,509,"Scottsdale","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",243576,243644,NA,NA,"","Scottsdale","AZ","West","Mountain","City",243644,"AZ"
"288","Scranton, PA","Scranton",0,9,2,6,9,85,5,2022,2,"PA",17,99,"Scranton","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",75798,75687,NA,NA,"","Scranton","PA","Northeast","Middle Atlantic","City",75687,"PA"
"289","Seattle, WA","Seattle",2,33,114,181,673,2312,310,2017,1,"WA",330,3295,"Seattle","https://www.seattle.gov/police/information-and-data/data/crime-dashboard","Agency Aggregated","Open Source",729691,753786,NA,NA,"","Seattle","WA","West","Pacific","City",753786,"WA"
"290","Shelby Township, MI","Shelby Township",0,3,1,10,0,25,3,2024,3,"MI",14,28,"Shelby Township","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,79545,NA,NA,"","Shelby Township","MI","Midwest","East North Central","City",79545,"MI"
"291","Sioux Falls, SD","Sioux Falls",1,9,12,46,41,291,66,2017,1,"SD",68,398,"Sioux Falls","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",199879,206559,NA,NA,"","Sioux Falls","SD","Midwest","West North Central","City",206559,"SD"
"292","Skokie, IL","Skokie",0,3,2,14,18,102,2,2017,1,"IL",19,122,"Skokie","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",65185,64417,NA,NA,"","Skokie","IL","Midwest","East North Central","City",64417,"IL"
"293","Smyrna, TN","Smyrna",0,4,8,5,9,93,11,2017,1,"TN",17,113,"Smyrna","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58096,58096,NA,NA,"","Smyrna","TN","South","East South Central","City",58096,"TN"
"294","Somerville, MA","Somerville",0,2,0,10,1,5,1,2021,5,"MA",12,7,"Somerville","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",79178,79513,NA,NA,"","Somerville","MA","Northeast","New England","City",79513,"MA"
"295","South Bend, IN","South Bend",0,5,42,29,126,248,52,2017,1,"IN",76,426,"South Bend","https://southbendin.gov/transparency-and-performance/police-transparency-hub/particrimes/","Agency Aggregated","Open Source",103179,102999,NA,NA,"Inferred Apr-Nov 2021 from annual state total","South Bend","IN","Midwest","East North Central","City",102999,"IN"
"296","Southaven, MS","Southaven",3,2,4,2,22,126,3,2017,1,"MS",11,151,"Southaven","https://mscrimestats.dps.ms.gov/public/View/dispview.aspx","State UCR","Open Source",56092,57135,NA,NA,"","Southaven","MS","South","East South Central","City",57135,"MS"
"297","Southfield, MI","Southfield",0,2,0,21,24,110,43,2024,12,"MI",23,177,"Southfield","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,74960,NA,NA,"","Southfield","MI","Midwest","East North Central","City",74960,"MI"
"298","Sparks, NV","Sparks",0,3,3,23,26,58,13,2020,4,"NV",29,97,"Sparks","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",110475,109403,NA,NA,"","Sparks","NV","West","Mountain","City",109403,"NV"
"299","Spokane, WA","Spokane",1,17,35,80,190,851,167,2017,1,"WA",133,1208,"Spokane","https://my.spokanecity.org/police/","Agency RMS","Provided by Agency",230648,230648,NA,NA,"","Spokane","WA","West","Pacific","City",230648,"WA"
"300","Spring Hill, TN","Spring Hill",0,0,0,8,5,30,1,2017,1,"TN",8,36,"Spring Hill","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58200,58200,NA,NA,"","Spring Hill","TN","South","East South Central","City",58200,"TN"
"301","Springfield, IL","Springfield",0,10,17,57,80,286,22,2017,1,"IL",84,388,"Springfield","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",112549,112781,NA,NA,"","Springfield","IL","Midwest","East North Central","City",112781,"IL"
"302","Springfield, MA","Springfield",2,6,39,73,69,197,28,2018,3,"MA",120,294,"Springfield","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",155046,154218,NA,NA,"","Springfield","MA","Northeast","New England","City",154218,"MA"
"303","Springfield, OH","Springfield",0,3,6,1,11,35,9,2021,1,"OH",10,55,"Springfield","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",58725,57866,NA,NA,"","Springfield","OH","Midwest","East North Central","City",57866,"OH"
"304","St Charles, MO","St Charles",0,3,0,13,18,82,11,2022,1,"MO",16,111,"St Charles","https://showmecrime.mo.gov/","State UCR","Open Source",71079,71408,NA,NA,"","St. Charles","MO","Midwest","West North Central","City",71408,"MO"
"305","St Joseph, MO","St Joseph",1,5,5,15,39,237,36,2022,1,"MO",26,312,"St Joseph","https://showmecrime.mo.gov/","State UCR","Open Source",70918,69925,NA,NA,"","St. Joseph","MO","Midwest","West North Central","City",69925,"MO"
"306","St Louis, MO","St Louis",19,16,71,275,175,911,320,2021,1,"MO",381,1406,"St Louis","https://showmecrime.mo.gov/","State UCR","Open Source",286053,280108,NA,NA,"","St. Louis","MO","Midwest","West North Central","City",280108,"MO"
"307","St Peters, MO","St Peters",1,0,0,8,3,48,2,2024,1,"MO",9,53,"St Peters","https://showmecrime.mo.gov/","State UCR","Open Source",58584,58937,NA,NA,"","St. Peters","MO","Midwest","West North Central","City",58937,"MO"
"308","St. Clair Shores, MI","St. Clair Shores",0,1,0,6,5,31,4,2020,2,"MI",7,40,"St. Clair Shores","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,57257,NA,NA,"","St. Clair Shores","MI","Midwest","East North Central","City",57257,"MI"
"309","St. Cloud, MN","St. Cloud",0,5,4,13,21,228,25,2020,7,"MN",22,274,"St. Cloud","https://cde.state.mn.us/","State UCR","Open Source",68925,69922,NA,NA,"","St. Cloud","MN","Midwest","West North Central","City",69922,"MN"
"310","St. Paul, MN","St. Paul",0,26,51,146,148,636,192,2021,6,"MN",223,976,"St. Paul","https://cde.state.mn.us/","State UCR","Open Source",277533,300368,NA,NA,"","St. Paul","MN","Midwest","West North Central","City",300368,"MN"
"311","Stamford, CT","Stamford",0,2,7,13,18,134,17,2017,1,"CT",22,169,"Stamford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",136936,136512,NA,NA,"","Stamford","CT","Northeast","New England","City",136512,"CT"
"312","State College, PA","State College",0,3,0,4,2,34,0,2022,2,"PA",7,36,"State College","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",55998,58532,NA,NA,"","State College","PA","Northeast","Middle Atlantic","City",58532,"PA"
"313","Sterling Heights, MI","Sterling Heights",0,3,1,11,14,74,9,2020,2,"MI",15,97,"Sterling Heights","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,131801,NA,NA,"","Sterling Heights","MI","Midwest","East North Central","City",131801,"MI"
"314","Stratford, CT","Stratford",0,2,3,0,5,58,21,2022,2,"CT",5,84,"Stratford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",52320,52596,NA,NA,"","Stratford","CT","Northeast","New England","City",52596,"CT"
"315","Suffolk, VA","Suffolk",0,1,7,18,5,120,13,2022,2,"VA",26,138,"Suffolk","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",98065,100598,NA,NA,"","Suffolk","VA","South","South Atlantic","City",100598,"VA"
"316","Sugar Land, TX","Sugar Land",0,0,0,4,8,101,8,2024,1,"TX",4,117,"Sugar Land","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",107989,108718,NA,NA,"","Sugar Land","TX","South","West South Central","City",108718,"TX"
"317","Surprise, AZ","Surprise",0,1,4,20,22,147,18,2022,2,"AZ",25,187,"Surprise","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",154128,159346,NA,NA,"","Surprise","AZ","West","Mountain","City",159346,"AZ"
"318","Tacoma, WA","Tacoma",3,NA,30,87,169,799,210,2017,1,"WA",120,1178,"Tacoma","https://public.tableau.com/app/profile/city.of.tacoma/viz/TacomaPoliceCrimeDashboard/CrimeDashboard-IntroPage","Agency Aggregated","Open Source",219027,222828,NA,NA,"","Tacoma","WA","West","Pacific","City",222828,"WA"
"319","Taunton, MA","Taunton",0,1,0,11,3,13,0,2018,3,"MA",12,16,"Taunton","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",60062,60356,NA,NA,"","Taunton","MA","Northeast","New England","City",60356,"MA"
"320","Taylor, MI","Taylor",0,4,4,15,28,79,14,2017,5,"MI",23,121,"Taylor","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,61781,NA,NA,"","Taylor","MI","Midwest","East North Central","City",61781,"MI"
"321","Tempe, AZ","Tempe",1,11,13,66,57,492,53,2022,2,"AZ",91,602,"Tempe","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",187473,188144,NA,NA,"","Tempe","AZ","West","Mountain","City",188144,"AZ"
"322","Temple, TX","Temple",0,2,1,13,26,103,27,2024,1,"TX",16,156,"Temple","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",88484,93073,NA,NA,"","Temple","TX","South","West South Central","City",93073,"TX"
"323","Texas City, TX","Texas City",1,2,3,4,17,61,8,2024,1,"TX",10,86,"Texas City","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",56311,57448,NA,NA,"","Texas City","TX","South","West South Central","City",57448,"TX"
"324","Thornton, CO","Thornton",1,19,5,11,40,240,81,2020,7,"CO",36,361,"Thornton","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",143055,143838,NA,NA,"","Thornton","CO","West","Mountain","City",143838,"CO"
"325","Tinley Park, IL","Tinley Park",0,2,1,1,3,32,1,2017,1,"IL",4,36,"Tinley Park","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53973,53528,NA,NA,"","Tinley Park","IL","Midwest","East North Central","City",53528,"IL"
"326","Tracy, CA","Tracy",0,2,7,8,31,166,34,2017,1,"CA",17,231,"Tracy","https://tracypd.com/crime-mapping","Agency Aggregated","Open Source",97219,99347,NA,NA,"","Tracy","CA","West","Pacific","City",99347,"CA"
"327","Troy, MI","Troy",0,0,3,1,3,100,3,2023,12,"MI",4,106,"Troy","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,87265,NA,NA,"","Troy","MI","Midwest","East North Central","City",87265,"MI"
"328","Tucson, AZ","Tucson",3,48,124,185,399,1671,141,2017,1,"AZ",360,2211,"Tucson","https://app.powerbigov.us/view?r=eyJrIjoiY2ViZmNiYzAtMDQ5ZC00OTMwLTliMTgtYjM1ZjAwYjJlMTkzIiwidCI6ImQyMWU1OWVjLWMyMDgtNDNlYi1hYWYxLWNmMDZkOWExOTZlMCJ9&pageName=ReportSectionccd6be2a1a0db780dadd","Agency Aggregated","Open Source",544629,548544,NA,NA,"","Tucson","AZ","West","Mountain","City",548544,"AZ"
"329","Twin Falls, ID","Twin Falls",0,8,0,14,9,59,4,2021,3,"ID",22,72,"Twin Falls","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",54648,55447,NA,NA,"","Twin Falls","ID","West","Mountain","City",55447,"ID"
"330","Tyler, TX","Tyler",0,3,3,17,19,147,15,2024,1,"TX",23,181,"Tyler","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",108422,110824,NA,NA,"","Tyler","TX","South","West South Central","City",110824,"TX"
"331","Upper Darby, PA","Upper Darby",1,0,7,4,9,97,15,2022,2,"PA",12,121,"Upper Darby","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",84407,84468,NA,NA,"","Upper Darby Township","PA","Northeast","Middle Atlantic","City",84468,"PA"
"332","Vallejo, CA","Vallejo",1,9,33,45,213,100,95,2017,1,"CA",88,408,"Vallejo","https://www.vallejopd.net/public_information/crime_data/operations_bureau_reports/operations_bureau_2024_reports","Agency Aggregated","Open Source",123940,122419,NA,NA,"","Vallejo","CA","West","Pacific","City",122419,"CA"
"333","Victoria, TX","Victoria",0,1,0,24,14,83,6,2024,1,"TX",25,103,"Victoria","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",65165,65298,NA,NA,"","Victoria","TX","South","West South Central","City",65298,"TX"
"334","Virginia Beach, VA","Virginia Beach",1,2,9,9,20,554,28,2024,12,"VA",21,602,"Virginia Beach","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",457556,453991,NA,NA,"","Virginia Beach","VA","South","South Atlantic","City",453991,"VA"
"335","Waco, TX","Waco",0,10,5,21,39,212,40,2024,1,"TX",36,291,"Waco","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",140911,145741,NA,NA,"","Waco","TX","South","West South Central","City",145741,"TX"
"336","Waltham, MA","Waltham",0,2,0,9,9,21,4,2020,7,"MA",11,34,"Waltham","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",63525,63797,NA,NA,"","Waltham","MA","Northeast","New England","City",63797,"MA"
"337","Warren, MI","Warren",0,7,3,44,35,91,29,2024,3,"MI",54,155,"Warren","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,136121,NA,NA,"","Warren","MI","Midwest","East North Central","City",136121,"MI"
"338","Warwick, RI","Warwick",0,2,1,3,9,81,4,2024,9,"RI",6,94,"Warwick","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",82966,83369,NA,NA,"","Warwick","RI","Northeast","New England","City",83369,"RI"
"339","Washington, DC","Washington",8,22,212,184,153,2273,169,2017,1,"DC",426,2595,"Washington","https://crimecards.dc.gov/","Agency RMS","Open Source",671803,678972,NA,NA,"","Washington","DC","South","South Atlantic","City",678972,"DC"
"340","Waterbury, CT","Waterbury",0,1,17,21,34,171,37,2022,2,"CT",39,242,"Waterbury","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",113464,115380,NA,NA,"","Waterbury","CT","Northeast","New England","City",115380,"CT"
"341","Waterford Township, MI","Waterford Township",1,1,0,5,15,34,2,2019,3,"MI",7,51,"Waterford Township","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,69153,NA,NA,"","Waterford Township","MI","Midwest","East North Central","City",69153,"MI"
"342","West Bloomfield Township, MI","West Bloomfield Township",0,0,0,0,3,13,1,2019,3,"MI",0,17,"West Bloomfield Township","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,64904,NA,NA,"","West Bloomfield Township","MI","Midwest","East North Central","City",64904,"MI"
"343","West Chester Township, OH","West Chester Township",0,1,0,1,4,63,0,2021,2,"OH",2,67,"West Chester Township","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",62374,62860,NA,NA,"","West Chester Township","OH","Midwest","East North Central","City",62860,"OH"
"344","West Hartford, CT","West Hartford",0,0,4,0,4,107,2,2022,2,"CT",4,113,"West Hartford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63934,64423,NA,NA,"","West Hartford","CT","Northeast","New England","City",64423,"CT"
"345","West Haven, CT","West Haven",0,0,2,4,3,41,11,2024,1,"CT",6,55,"West Haven","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",55133,54791,NA,NA,"","West Haven","CT","Northeast","New England","City",54791,"CT"
"346","Westland, MI","Westland",0,2,2,17,7,55,15,2024,12,"MI",21,77,"Westland","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,83463,NA,NA,"","Westland","MI","Midwest","East North Central","City",83463,"MI"
"347","Wichita Falls, TX","Wichita Falls",0,7,7,15,39,144,17,2024,1,"TX",29,200,"Wichita Falls","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",103337,102740,NA,NA,"","Wichita Falls","TX","South","West South Central","City",102740,"TX"
"348","Woodbury, MN","Woodbury",0,0,1,1,8,52,2,2018,6,"MN",2,62,"Woodbury","https://cde.state.mn.us/","State UCR","Open Source",78531,80153,NA,NA,"","Woodbury","MN","Midwest","West North Central","City",80153,"MN"
"349","Wylie, TX","Wylie",1,1,0,1,1,29,7,2024,1,"TX",3,37,"Wylie","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",60910,62539,NA,NA,"","Wylie","TX","South","West South Central","City",62539,"TX"
"350","Wyoming, MI","Wyoming",0,0,2,15,4,126,13,2024,12,"MI",17,143,"Wyoming","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",NA,76712,NA,NA,"","Wyoming","MI","Midwest","East North Central","City",76712,"MI"
"351","York, PA","York",1,2,5,17,7,52,6,2024,1,"PA",25,65,"York","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",44901,44901,NA,NA,"","York","PA","Northeast","Middle Atlantic","City",44876,"PA"
"352","Yuma, AZ","Yuma",0,6,5,21,25,63,13,2024,1,"AZ",32,101,"Yuma","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",98164,99610,NA,NA,"","Yuma","AZ","West","Mountain","City",99610,"AZ"
