"city_state","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","city_state_id","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","Population","pop23","Latitude","Longitude","Comment","pub_agency_name","state_abbr","region_name","division_name","population"
"Parker, TX","Parker",0,3,0,8,25,42,7,2018,10,"TX","Parker, TX,County",11,74,"Parker","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",114776,114776,NA,NA,"","Parker","TX","South","West South Central",114776
"Pasadena, TX","Pasadena",2,5,19,57,41,230,46,2020,12,"TX","Pasadena, TX,City",83,317,"Pasadena","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145954,145850,NA,NA,"","Pasadena","TX","South","West South Central",145850
"Pawtucket, RI","Pawtucket",0,3,5,24,29,91,20,2018,10,"RI","Pawtucket, RI,City",32,140,"Pawtucket","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",74967,75100,NA,NA,"","Pawtucket","RI","Northeast","New England",75100
"Pearland, TX","Pearland",0,2,4,1,12,89,7,2020,2,"TX","Pearland, TX,City",7,108,"Pearland","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",125894,127433,NA,NA,"","Pearland","TX","South","West South Central",127433
"Pflugerville, TX","Pflugerville",0,2,2,10,14,51,4,2017,10,"TX","Pflugerville, TX,City",14,69,"Pflugerville","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",67817,65599,NA,NA,"","Pflugerville","TX","South","West South Central",65599
"Pharr, TX","Pharr",0,1,1,19,20,57,9,2020,5,"TX","Pharr, TX,City",21,86,"Pharr","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",79558,80359,NA,NA,"","Pharr","TX","South","West South Central",80359
"Philadelphia, PA","Philadelphia",41,102,531,700,518,NA,513,2019,8,"PA","Philadelphia, PA,City",1374,1031,"Philadelphia","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",1555812,1550843,NA,NA,"","Philadelphia","PA","Northeast","Middle Atlantic",1550843
"Phoenix, AZ","Phoenix",6,105,219,503,689,2892,533,2019,9,"AZ","Phoenix, AZ,City",833,4114,"Phoenix","https://www.phoenixopendata.com/dataset/crime-data/resource/0ce3411a-2fc6-4302-a33f-167f68608a20","Agency RMS","Open Source",1637902,1660686,NA,NA,"","Phoenix","AZ","West","Mountain",1660686
"Pima, AZ","Pima",3,4,13,56,92,496,48,2021,10,"AZ","Pima, AZ,County",76,636,"Pima","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",365222,365222,NA,NA,"Inferred Jan-Feb 2019 from annual average",NA,NA,NA,NA,NA
"Pittsburgh, PA","Pittsburgh",3,NA,NA,NA,NA,NA,NA,2017,9,"PA","Pittsburgh, PA,City",3,0,"Pittsburgh","https://app.powerbigov.us/view?r=eyJrIjoiMDYzNWMyNGItNWNjMS00ODMwLWIxZDgtMTNkNzhlZDE2OWFjIiwidCI6ImY1ZjQ3OTE3LWM5MDQtNDM2OC05MTIwLWQzMjdjZjE3NTU5MSJ9","Agency Aggregated","Open Source",303137,304825,NA,NA,"","Pittsburgh","PA","Northeast","Middle Atlantic",304825
"Plano, TX","Plano",0,6,9,29,35,332,38,2021,1,"TX","Plano, TX,City",44,405,"Plano","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",289847,291140,NA,NA,"","Plano","TX","South","West South Central",291140
"Pocatello, ID","Pocatello",0,5,1,17,11,71,10,2019,11,"ID","Pocatello, ID,City",23,92,"Pocatello","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",57914,58390,NA,NA,"","Pocatello","ID","West","Mountain",58390
"Port Arthur, TX","Port Arthur",1,8,4,10,34,54,10,2020,4,"TX","Port Arthur, TX,City",23,98,"Port Arthur","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",55899,55371,NA,NA,"","Port Arthur","TX","South","West South Central",55371
"Portland, OR","Portland",9,24,111,292,382,1406,685,2023,5,"OR","Portland, OR,City",436,2473,"Portland","https://public.tableau.com/app/profile/portlandpolicebureau/viz/New_Monthly_Neighborhood/MonthlyOffenseTotals","Agency RMS","Open Source",630129,626146,NA,NA,"","Portland","OR","West","Pacific",626146
"Portsmouth, VA","Portsmouth",3,1,14,53,34,248,31,2024,5,"VA","Portsmouth, VA,City",71,313,"Portsmouth","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",98003,96649,NA,NA,"","Portsmouth","VA","South","South Atlantic",96649
"Prince George's, MD","Prince George's",7,13,66,82,107,671,195,2017,3,"MD","Prince George's, MD,County",168,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prince William, VA","Prince William",7,10,24,72,44,475,47,2023,5,"VA","Prince William, VA,County",113,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Providence, RI","Providence",2,8,20,61,59,277,73,2020,9,"RI","Providence, RI,City",91,409,"Providence","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",189064,189590,NA,NA,"","Providence","RI","Northeast","New England",189590
"Raleigh, NC","Raleigh",1,14,42,117,94,752,106,2022,6,"NC","Raleigh, NC,City",174,952,"Raleigh","https://data-ral.opendata.arcgis.com/datasets/ral::raleigh-police-incidents-nibrs/explore","Agency RMS","Open Source",470829,482842,NA,NA,"","Raleigh","NC","South","South Atlantic",482842
"Reading, PA","Reading",1,5,15,33,48,99,27,2018,8,"PA","Reading, PA,City",54,174,"Reading","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",97698,97790,NA,NA,"","Reading","PA","Northeast","Middle Atlantic",97790
"Redlands, CA","Redlands",1,3,7,10,34,160,22,2017,9,"CA","Redlands, CA,City",21,216,"Redlands","https://www.cityofredlands.org/police","Agency Aggregated","Provided by Agency",73554,74147,NA,NA,"","Redlands","CA","West","Pacific",74147
"Reno, NV","Reno",1,7,21,108,105,337,111,2017,5,"NV","Reno, NV,City",137,553,"Reno","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",273671,277792,NA,NA,"","Reno","NV","West","Mountain",277792
"Richardson, TX","Richardson",0,2,4,3,24,163,14,2018,9,"TX","Richardson, TX,City",9,201,"Richardson","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",115771,119008,NA,NA,"","Richardson","TX","South","West South Central",119008
"Richmond, CA","Richmond",0,2,30,48,5,162,115,2018,2,"CA","Richmond, CA,City",80,282,"Richmond","https://www.ci.richmond.ca.us/4010/Crime-Statistics-Reports","Agency Aggregated","Open Source",115043,113282,NA,NA,"","Richmond","CA","West","Pacific",113282
"Richmond, VA","Richmond",6,11,27,62,75,574,61,2019,8,"VA","Richmond, VA,City",106,710,"Richmond","https://apps.richmondgov.com/applications/CrimeInfo","Agency RMS","Open Source",227323,230789,NA,NA,"","Richmond","VA","South","South Atlantic",230789
"Riverside, CA","Riverside",1,NA,50,106,126,536,114,2017,8,"CA","Riverside, CA,City",157,776,"Riverside","https://www.riversideca.gov/transparency/data/dataset/show/27","Agency RMS","Open Source",319889,323473,NA,NA,"","Riverside","CA","West","Pacific",323473
"Roanoke, VA","Roanoke",3,2,9,20,46,319,32,2019,7,"VA","Roanoke, VA,City",34,397,"Roanoke","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",98204,96925,NA,NA,"","Roanoke","VA","South","South Atlantic",96925
"Rochester, NY","Rochester",3,NA,32,52,80,269,113,2024,2,"NY","Rochester, NY,City",87,462,"Rochester","https://data-rpdny.opendata.arcgis.com/datasets/rpdny::rpd-part-i-crime-2011-to-present/explore","Agency RMS","Open Source",210270,208452,NA,NA,"","Rochester","NY","Northeast","Middle Atlantic",208452
"Rockford, IL","Rockford",3,16,39,138,118,393,39,2018,7,"IL","Rockford, IL,City",196,550,"Rockford","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",146710,145873,NA,NA,"","Rockford","IL","Midwest","East North Central",145873
"Rockwall, TX","Rockwall",0,0,1,2,3,49,3,2022,10,"TX","Rockwall, TX,City",3,55,"Rockwall","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",51724,53433,NA,NA,"","Rockwall","TX","South","West South Central",53433
"Round Rock, TX","Round Rock",0,1,4,12,25,159,11,2024,1,"TX","Round Rock, TX,City",17,195,"Round Rock","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",127349,129898,NA,NA,"","Round Rock","TX","South","West South Central",129898
"Rowlett, TX","Rowlett",0,1,0,6,3,59,8,2024,3,"TX","Rowlett, TX,City",7,70,"Rowlett","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",65196,66671,NA,NA,"","Rowlett","TX","South","West South Central",66671
"Salt Lake City, UT","Salt Lake City",1,20,31,49,89,681,107,2019,4,"UT","Salt Lake City, UT,City",101,877,"Salt Lake City","https://slcpd.com/open-data/crimestatistics/","Agency Aggregated","Open Source",201373,206692,NA,NA,"","Salt Lake City","UT","West","Mountain",206692
"San Angelo, TX","San Angelo",0,1,3,15,33,145,8,2023,5,"TX","San Angelo, TX,City",19,186,"San Angelo","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",99243,98642,NA,NA,"","San Angelo","TX","South","West South Central",98642
"San Antonio, TX","San Antonio",11,49,176,623,685,2992,451,2020,4,"TX","San Antonio, TX,City",859,4128,"San Antonio","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1465608,1490047,NA,NA,"","San Antonio","TX","South","West South Central",1490047
"San Diego, CA","San Diego",3,52,127,275,293,1471,449,2019,4,"CA","San Diego, CA,City",457,2213,"San Diego","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",1377838,1378349,NA,NA,"","San Diego","CA","West","Pacific",1378349
"San Diego, CA","San Diego",0,20,40,162,226,602,116,2018,5,"CA","San Diego, CA,County",222,944,"San Diego","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",519218,519218,NA,NA,"See County Sheriff","San Diego","CA","West","Pacific",519218
"San Francisco, CA","San Francisco",4,11,211,153,665,1685,457,2021,2,"CA","San Francisco, CA,City",379,2807,"San Francisco","https://www.sanfranciscopolice.org/stay-safe/crime-data/crime-reports","Agency Aggregated","Open Source",764693,782846,NA,NA,"","San Francisco","CA","West","Pacific",782846
"San Jose, CA","San Jose",3,33,94,181,326,1106,459,2019,2,"CA","San Jose, CA,City",311,1891,"San Jose","https://www.sjpd.org/records/crime-stats-maps/police-dashboards","Agency Aggregated","Open Source",956814,952530,NA,NA,"","San Jose","CA","West","Pacific",952530
"San Marcos, TX","San Marcos",1,5,1,6,18,90,15,2017,8,"TX","San Marcos, TX,City",13,123,"San Marcos","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",69470,71413,NA,NA,"","San Marcos","TX","South","West South Central",71413
"Sarasota, FL","Sarasota",0,3,4,19,34,226,41,2023,2,"FL","Sarasota, FL,County",26,301,"Sarasota","https://www.sarasotasheriff.org/news/crime_crash_statistics/uniform_crime_reporting_statistics.php#revize_document_center_rz1986","Agency Aggregated","Open Source",294526,294526,NA,NA,"","Sarasota","FL","South","South Atlantic",294526
"Schaumburg, IL","Schaumburg",0,4,1,4,12,85,6,2019,1,"IL","Schaumburg, IL,City",9,103,"Schaumburg","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75745,75140,NA,NA,"Inferred Jan-Mar 2021 from annual average","Schaumburg","IL","Midwest","East North Central",75140
"Scottsdale, AZ","Scottsdale",1,12,8,19,47,302,27,2020,9,"AZ","Scottsdale, AZ,City",40,376,"Scottsdale","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",243576,243644,NA,NA,"","Scottsdale","AZ","West","Mountain",243644
"Scranton, PA","Scranton",0,4,1,11,19,51,11,2023,12,"PA","Scranton, PA,City",16,81,"Scranton","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",75798,75687,NA,NA,"","Scranton","PA","Northeast","Middle Atlantic",75687
"Seattle, WA","Seattle",4,35,140,263,717,1754,616,2024,3,"WA","Seattle, WA,City",442,3087,"Seattle","https://www.seattle.gov/police/information-and-data/data/crime-dashboard","Agency Aggregated","Open Source",729691,753786,NA,NA,"","Seattle","WA","West","Pacific",753786
"Sioux Falls, SD","Sioux Falls",0,9,6,41,58,418,50,2018,10,"SD","Sioux Falls, SD,City",56,526,"Sioux Falls","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",199879,206559,NA,NA,"","Sioux Falls","SD","Midwest","West North Central",206559
"Skokie, IL","Skokie",0,3,3,9,55,100,34,2024,6,"IL","Skokie, IL,City",15,189,"Skokie","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",65185,64417,NA,NA,"","Skokie","IL","Midwest","East North Central",64417
"Smith, TX","Smith",0,3,2,18,21,33,12,2021,2,"TX","Smith, TX,County",23,66,"Smith","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111489,111489,NA,NA,"","Smith","TX","South","West South Central",111489
"Sonoma, CA","Sonoma",0,4,6,26,41,45,3,2019,7,"CA","Sonoma, CA,County",36,89,"Sonoma","https://data.sonomacounty.ca.gov/Public-Safety/Sonoma-County-Sheriff-s-Office-Incident-Data/3rsj-iche/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60agency_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60incident_number%60%2C%0A%20%20%60date_time%60%2C%0A%20%20%60incident_type%60%2C%0A%20%20%60location_type%60%2C%0A%20%20%60city%60%2C%0A%20%20%60intersection%60%2C%0A%20%20%60location%60%2C%0A%20%20%60upload%60/page/filter","Agency RMS","Open Source",131522,131522,NA,NA,"","Sonoma","CA","West","Pacific",131522
"South Bend, IN","South Bend",1,1,21,83,78,243,57,2019,10,"IN","South Bend, IN,City",106,378,"South Bend","https://southbendin.gov/transparency-and-performance/police-transparency-hub/particrimes/","Agency Aggregated","Open Source",103179,102999,NA,NA,"Inferred Apr-Nov 2021 from annual state total","South Bend","IN","Midwest","East North Central",102999
"Southaven, MS","Southaven",1,3,1,8,9,74,23,2024,3,"MS","Southaven, MS,City",13,106,"Southaven","https://mscrimestats.dps.ms.gov/public/View/dispview.aspx","State UCR","Open Source",56092,57135,NA,NA,"","Southaven","MS","South","East South Central",57135
"Sparks, NV","Sparks",0,2,3,22,58,144,31,2017,3,"NV","Sparks, NV,City",27,233,"Sparks","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",110475,109403,NA,NA,"","Sparks","NV","West","Mountain",109403
"Spotsylvania, VA","Spotsylvania",0,3,1,14,1,54,5,2020,8,"VA","Spotsylvania, VA,County",18,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springfield, IL","Springfield",1,14,14,69,91,321,18,2020,7,"IL","Springfield, IL,City",98,430,"Springfield","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",112549,112781,NA,NA,"","Springfield","IL","Midwest","East North Central",112781
"Springfield, MO","Springfield",0,35,31,141,202,864,164,2017,4,"MO","Springfield, MO,City",207,1230,"Springfield","https://showmecrime.mo.gov/","State UCR","Open Source",169822,170521,NA,NA,"","Springfield","MO","Midwest","West North Central",170521
"St Charles, MO","St Charles",0,4,2,13,40,99,6,2019,3,"MO","St Charles, MO,City",19,145,"St Charles","https://showmecrime.mo.gov/","State UCR","Open Source",71079,71408,NA,NA,"","St. Charles","MO","Midwest","West North Central",71408
"St Charles, MO","St Charles",0,0,1,4,16,54,5,2017,8,"MO","St Charles, MO,County",5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St Joseph, MO","St Joseph",0,6,1,31,30,164,53,2024,7,"MO","St Joseph, MO,City",38,247,"St Joseph","https://showmecrime.mo.gov/","State UCR","Open Source",70918,69925,NA,NA,"","St. Joseph","MO","Midwest","West North Central",69925
"St Louis, MO","St Louis",2,19,40,111,132,476,76,2017,9,"MO","St Louis, MO,County",172,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St Peters, MO","St Peters",0,1,1,12,8,104,9,2019,10,"MO","St Peters, MO,City",14,121,"St Peters","https://showmecrime.mo.gov/","State UCR","Open Source",58584,58937,NA,NA,"","St. Peters","MO","Midwest","West North Central",58937
"Stafford, VA","Stafford",0,6,2,21,9,82,11,2021,8,"VA","Stafford, VA,County",29,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"State College, PA","State College",0,0,0,2,1,31,0,2018,11,"PA","State College, PA,City",2,32,"State College","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",55998,58532,NA,NA,"","State College","PA","Northeast","Middle Atlantic",58532
"Stockton, CA","Stockton",8,7,89,157,139,520,146,2023,3,"CA","Stockton, CA,City",261,805,"Stockton","https://www.stocktonca.gov/services/police_department/police_news___information/statistical_reports.php#outer-629","Agency Aggregated","Open Source",323501,322220,NA,NA,"Inferred Jan-Feb 2021 from annual state total","Stockton","CA","West","Pacific",322220
"Stratford, CT","Stratford",0,2,4,2,6,44,5,2017,2,"CT","Stratford, CT,City",8,55,"Stratford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",52320,52596,NA,NA,"","Stratford","CT","Northeast","New England",52596
"Suffolk, VA","Suffolk",0,3,6,23,64,162,5,2017,7,"VA","Suffolk, VA,City",32,231,"Suffolk","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",98065,100598,NA,NA,"","Suffolk","VA","South","South Atlantic",100598
"Sugar Land, TX","Sugar Land",0,0,3,1,24,136,4,2019,1,"TX","Sugar Land, TX,City",4,164,"Sugar Land","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",107989,108718,NA,NA,"","Sugar Land","TX","South","West South Central",108718
"Surprise, AZ","Surprise",0,7,2,8,19,151,14,2021,9,"AZ","Surprise, AZ,City",17,184,"Surprise","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",154128,159346,NA,NA,"","Surprise","AZ","West","Mountain",159346
"Tacoma, WA","Tacoma",1,NA,47,40,125,616,149,2018,2,"WA","Tacoma, WA,City",88,890,"Tacoma","https://public.tableau.com/app/profile/city.of.tacoma/viz/TacomaPoliceCrimeDashboard/CrimeDashboard-IntroPage","Agency Aggregated","Open Source",219027,222828,NA,NA,"","Tacoma","WA","West","Pacific",222828
"Tempe, AZ","Tempe",1,7,9,49,62,323,59,2024,8,"AZ","Tempe, AZ,City",66,444,"Tempe","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",187473,188144,NA,NA,"","Tempe","AZ","West","Mountain",188144
"Temple, TX","Temple",0,3,1,9,19,121,10,2021,4,"TX","Temple, TX,City",13,150,"Temple","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",88484,93073,NA,NA,"","Temple","TX","South","West South Central",93073
"Texas City, TX","Texas City",1,2,5,12,18,106,4,2018,8,"TX","Texas City, TX,City",20,128,"Texas City","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",56311,57448,NA,NA,"","Texas City","TX","South","West South Central",57448
"Tinley Park, IL","Tinley Park",0,0,1,0,4,40,19,2022,10,"IL","Tinley Park, IL,City",1,63,"Tinley Park","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53973,53528,NA,NA,"","Tinley Park","IL","Midwest","East North Central",53528
"Tracy, CA","Tracy",0,5,11,10,27,141,34,2017,5,"CA","Tracy, CA,City",26,202,"Tracy","https://tracypd.com/crime-mapping","Agency Aggregated","Open Source",97219,99347,NA,NA,"","Tracy","CA","West","Pacific",99347
"Travis, TX","Travis",0,7,6,44,56,191,73,2024,9,"TX","Travis, TX,County",57,320,"Travis","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",277111,277111,NA,NA,"Inferred Jan & Aug 2023 from 12 month average","Travis","TX","South","West South Central",277111
"Tucson, AZ","Tucson",6,16,42,155,164,764,135,2025,1,"AZ","Tucson, AZ,City",219,1063,"Tucson","https://app.powerbigov.us/view?r=eyJrIjoiY2ViZmNiYzAtMDQ5ZC00OTMwLTliMTgtYjM1ZjAwYjJlMTkzIiwidCI6ImQyMWU1OWVjLWMyMDgtNDNlYi1hYWYxLWNmMDZkOWExOTZlMCJ9&pageName=ReportSectionccd6be2a1a0db780dadd","Agency Aggregated","Open Source",544629,548544,NA,NA,"","Tucson","AZ","West","Mountain",548544
"Twin Falls, ID","Twin Falls",0,1,0,16,3,35,7,2022,4,"ID","Twin Falls, ID,City",17,45,"Twin Falls","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",54648,55447,NA,NA,"","Twin Falls","ID","West","Mountain",55447
"Tyler, TX","Tyler",0,8,6,18,14,129,8,2022,11,"TX","Tyler, TX,City",32,151,"Tyler","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",108422,110824,NA,NA,"","Tyler","TX","South","West South Central",110824
"Upper Darby, PA","Upper Darby",0,2,7,1,2,156,12,2024,8,"PA","Upper Darby, PA,City",10,170,"Upper Darby","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",84407,84468,NA,NA,"","Upper Darby Township","PA","Northeast","Middle Atlantic",84468
"Vallejo, CA","Vallejo",1,8,33,46,206,105,112,2017,3,"CA","Vallejo, CA,City",88,423,"Vallejo","https://www.vallejopd.net/public_information/crime_data/operations_bureau_reports/operations_bureau_2024_reports","Agency Aggregated","Open Source",123940,122419,NA,NA,"","Vallejo","CA","West","Pacific",122419
"Victoria, TX","Victoria",1,1,1,11,19,80,7,2022,2,"TX","Victoria, TX,City",14,106,"Victoria","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",65165,65298,NA,NA,"","Victoria","TX","South","West South Central",65298
"Virginia Beach, VA","Virginia Beach",1,5,11,15,17,582,55,2023,1,"VA","Virginia Beach, VA,City",32,654,"Virginia Beach","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",457556,453991,NA,NA,"","Virginia Beach","VA","South","South Atlantic",453991
"Waco, TX","Waco",1,7,13,43,56,245,29,2021,2,"TX","Waco, TX,City",64,330,"Waco","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",140911,145741,NA,NA,"","Waco","TX","South","West South Central",145741
"Warwick, RI","Warwick",1,6,2,1,8,102,6,2019,1,"RI","Warwick, RI,City",10,116,"Warwick","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",82966,83369,NA,NA,"","Warwick","RI","Northeast","New England",83369
"Washington, DC","Washington",15,21,139,113,79,1782,168,2018,3,"DC","Washington, DC,City",288,2029,"Washington","https://crimecards.dc.gov/","Agency RMS","Open Source",671803,678972,NA,NA,"","Washington","DC","South","South Atlantic",678972
"Washington, MD","Washington",0,3,3,21,10,40,6,2023,1,"MD","Washington, MD,County",27,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waterbury, CT","Waterbury",0,3,13,25,29,186,51,2020,9,"CT","Waterbury, CT,City",41,266,"Waterbury","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",113464,115380,NA,NA,"","Waterbury","CT","Northeast","New England",115380
"West Hartford, CT","West Hartford",0,0,5,0,13,117,12,2020,1,"CT","West Hartford, CT,City",5,142,"West Hartford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63934,64423,NA,NA,"","West Hartford","CT","Northeast","New England",64423
"West Haven, CT","West Haven",0,0,1,1,4,59,23,2022,11,"CT","West Haven, CT,City",2,86,"West Haven","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",55133,54791,NA,NA,"","West Haven","CT","Northeast","New England",54791
"Wichita Falls, TX","Wichita Falls",0,7,4,24,36,150,14,2023,8,"TX","Wichita Falls, TX,City",35,200,"Wichita Falls","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",103337,102740,NA,NA,"","Wichita Falls","TX","South","West South Central",102740
"Will, IL","Will",0,2,3,3,26,56,11,2017,8,"IL","Will, IL,County",8,93,"Will","https://ilucr.nibrs.com/Report/CrimeTrends","State UCR","Open Source",104475,104475,NA,NA,"","Will","IL","Midwest","East North Central",104475
"Williamson, TX","Williamson",0,1,0,8,30,128,11,2020,8,"TX","Williamson, TX,County",9,169,"Williamson","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",202897,202897,NA,NA,"","Williamson","TX","South","West South Central",202897
"Wright, MN","Wright",0,1,0,7,4,40,2,2023,6,"MN","Wright, MN,County",8,46,"Wright","https://cde.state.mn.us/CrimesAgainstPerson/CrimesAgainstPerson","State UCR","Open Source",129359,129359,NA,NA,"","Wright","MN","Midwest","West North Central",129359
"Wylie, TX","Wylie",0,2,0,4,5,31,4,2023,1,"TX","Wylie, TX,City",6,40,"Wylie","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",60910,62539,NA,NA,"","Wylie","TX","South","West South Central",62539
"Yuma, AZ","Yuma",2,3,0,21,34,157,13,2019,10,"AZ","Yuma, AZ,City",26,204,"Yuma","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",98164,99610,NA,NA,"","Yuma","AZ","West","Mountain",99610
